"Name of Satellite, Alternate Names",Country of Operator/Owner,Operator/Owner,Users,Purpose,Class of Orbit,Type of Orbit,Longitude of GEO (degrees),Perigee (km),Apogee (km),Eccentricity,Inclination (degrees),Period (minutes),Launch Mass (kg.),Dry Mass (kg.),Power (watts),Date of Launch,Expected Lifetime,Contractor,Country of Contractor,Launch Site,Launch Vehicle,COSPAR Number,NORAD Number,Comments,,Source Used for Orbital Data,Source,Source,Source,Source,Source,Source,
"UK-DMC (BNSCSat-1, British National Science Center Satellite)",United Kingdom,Surrey Satellite Technology Ltd. (SSTL),Government,Earth Observation,LEO,Sun-Synchronous,,676,694,1.28E-03,98.2,98.45,80,,240,9/27/2003,5 yrs.,Surrey Satellite Technology Ltd. (SSTL),United Kingdom,Plesetsk Cosmodrome,Cosmos 3M,2003-042D,27942,Part of Disaster Monitoring Constellation; five countries share all data.,,JMSatcat1104,http://perso.wanadoo.fr/eurospace/espdatabase/index.html,http://nssdc.gsfc.nasa.gov/spacewarn/spx600.html,http://centaur.sstl.co.uk/datasheets/Mission_DMC.pdf,http://directory.eoportal.org/pres_DMCDisasterMonitoringConstellationAlSAT1BILSAT1NigeriaSat1UKDMCBeijing1.html,,,
Unisat-3 (University Satellite 3),Italy,La Sapienza University of Rome,Civil,Scientific Research,LEO,Sun-Synchronous,,700,779,5.56E-03,98.2,99.6,12,12,,6/29/2004,,La Sapienza University of Rome,Italy,Baikonur Cosmodrome,Dnepr 1,2004-025H,28373,Test solar cells in the space environment.,,JMSatcat1104,http://perso.wanadoo.fr/eurospace/espdatabase/index.html,http://nssdc.gsfc.nasa.gov/spacewarn/spx608.html,http://www.spacenewsfeed.co.uk/2004/4July2004_11.html,http://www.maris.com/content/index.php3?id=20&mode=rs5_u&cur=5015,,,
US-KS Oko 87 (Cosmos-2422),Russia,Ministry of Defense,Military,Early Warning,Elliptical,Molniya,,542,"39,807",7.40E-01,62.8,717.66,"2,400","1,250",,7/21/2006,,NPO Lovochkin,Russia,Plesetsk Cosmodrome,Molniya-M,2006-030A,29260,Russian early-warning system.,,SC - ASCR,http://www.lib.cas.cz/www/space.40/2006/030A.HTM,http://russianforces.org/podvig/eng/publications/20061000sgs.shtml,,,,,
US-KS Oko 88 (Cosmos-2430),Russia,Ministry of Defense,Military,Early Warning,Elliptical,Molniya,,512,"39,849",7.41E-01,62.9,717.9,"2,400","1,250",,10/23/2007,,NPO Lovochkin,Russia,Plesetsk Cosmodrome,Molniya-M,2007-049A,32268,Russian early-warning system.,,,http://russianforces.org/blog/2007/10/launch_of_cosmos2430_earlywarn.shtml,http://www.lib.cas.cz/space.40/2007/049A.HTM,,,,,
US-KS Oko 89 (Cosmos-2446),Russia,Ministry of Defense,Military,Early Warning,Elliptical,Molniya,,667,"39,697",7.35E-01,62.8,717.9,"2,400","1,250",,12/2/2008,,NPO Lovochkin,Russia,Plesetsk Cosmodrome,Molniya-M,2008-062A,33447,Russian early-warning satellite of 73D6 type.,,SC - ASCR 1/09,http://russianforces.org/blog/2008/12/launch_of_cosmos-2446_a_new_fi.shtml,,,,,,
VeneSat 1 (Simon Bolivar),Venezuela,Ministry of Science and Technology,Government,Communications,GEO,,-65.00,"35,777","35,796",2.25E-04,0.21,1436.1,"5,100",,,10/29/2008,15 yrs.,Great Wall Industry Corp.,China (PR),Xichang Satellite Launch Center,CZ-3B,2008-055A,33414,"12 C-band, 14 Ku-band transponders.",,JM/12_08,http://english.people.com.cn/90001/90781/90876/6550673.html,,,,,,
Vinasat 1,Vietnam,Vietnamese Posts and Telecommunications Group (VNPT),Government,Communications,GEO,,+131.97,"35,782","35,791",1.07E-04,0.02,1436.1,"2,600",,,4/18/2008,15 yrs.,Lockheed Martin Commercial Space Systems,USA,Guiana Space Center,Ariane 5ECA,2008-018A,32767,"Provide voice, video and internet service; Asia, India, Australia, Japan, Hawaii. 12 Ku-band, 8 C-band transponders.",,JM/12_08,http://nssdc.gsfc.nasa.gov/spacewarn/spx654.html,http://www.lib.cas.cz/space.40/2008/I017A.HTM,http://news.bbc.co.uk/1/hi/sci/tech/7356010.stm,http://biz.yahoo.com/prnews/080416/aqw502.html?.v=5,,,
"WavSat-1 (ITAMSat, Healthsat II)",USA,"Wavix, Inc.",Civil/Commercial,Communications/Amateur Radio,LEO,Sun-Synchronous,,792,806,9.76E-04,98.6,100.85,50,,15,9/26/1993,1 yr.,Surrey Satellite Technologies Ltd.,United Kingdom,Guiana Space Center,Ariane 5,1993-061E,22827,Used for email services to remote areas.,,JMSatcat304,http://perso.wanadoo.fr/eurospace/espdatabase/index.html,,http://bearcastle.com/wavix/wavsat/wavsat1.htm,,,,
WavSat-2 (UoSat-12),USA,"Wavix, Inc.",Civil/Commercial,Communications/Amateur Radio,LEO,Intermediate,,647,653,4.27E-04,64.5,97.72,325,,300,4/21/1999,2-3 yrs.,Surrey Satellite Technologies Ltd.,United Kingdom,Baikonur Cosmodrome,Dnepr 1,1999-021A,25693,Used for email and communication services to remote areas.,,JMSatcat304,http://perso.wanadoo.fr/eurospace/espdatabase/index.html,,http://bearcastle.com/wavix/wavsat/wavsat1.htm,,,,
WildBlue 1,USA,WildBlue Communications,Commercial,Communications,GEO,,-111.09,"35,776","35,796",2.37E-04,0.01,1436.1,"4,735","1,995","10,000",12/8/2006,12 yrs.,Space Systems/Loral,USA,Guiana Space Center,Ariane 5,2006-054A,29643,Totally dedicated to broadband internet services; total CONUS coverage.,,JM/12_08,http://www.nabble.com/WildBlue1-delivers-internet-to-anywhere-in-USA---Ariane-5-5-out-of-5-for-2006-t2817499.html,http://www.lib.cas.cz/www/space.40/INDEX1.HTM,,,,,
Wind (International Solar-Terrestrial Program),Multinational,National Aeronautics and Space Administration (NASA),Government,Astrophysics,Elliptical,Cislunar,,186,"470,310",9.73E-01,28.7,19700.45,"1,200",895,472,11/1/1994,,Martin Marietta Astrospace,USA,Cape Canaveral,Delta 2,1994-071A,23333,"Operates with ""Polar""; provide complete plasma, energetic particle, and magnetic field input for magnetospheric and ionospheric studies.",,JMSatcat304,http://nssdc.gsfc.nasa.gov/spacewarn/spx493.html,http://pwg.gsfc.nasa.gov/wind.shtml,http://pwg.gsfc.nasa.gov/polar/,http://perso.wanadoo.fr/eurospace/espdatabase/index.html,,,
WMAP (Wilkinson Microsave Anisotropy Probe) (MIDEX 2),USA,Goddard Space Flight Center,Government,Astrophysics,Elliptical,Cislunar,,"3,144","347,874",9.48E-01,28.3,"12,866.59",835,768,400,6/30/2001,3-5 yrs.,Princeton/NASA,USA,Cape Canaveral,Delta II,2001-027A,26859,Measures temperature of the cosmic background radiation over the full sky withunprecedented accuracy; remnants of Big Bang.,,JMSatcat304,http://www.princeton.edu/pr/home/03/0211_universe/hmcap.html,http://nssdc.gsfc.nasa.gov/spacewarn/spx572.html,http://map.gsfc.nasa.gov/m_mm.html,http://perso.wanadoo.fr/eurospace/espdatabase/index.html,,,
Worldview 1,USA,DigitalGlobe Corporation,Military/Commercial,Earth Observation,LEO,Sun-Synchronous,,493,494,7.28E-05,97.5,95.00,"4,500",,"3,200",9/18/2007,7.25 yrs.,Ball Aerospace,USA,Vandenberg AFB,Delta 2,2007-041A,32060,"Earth-imaging satellite; images with 0.5 meter resolution of about 290,000 square miles of Earth's surface.",,,http://www.kosmo.cz/modules.php?op=modload&name=kosmo&file=index&fil=/s/2007/041A.HTM,http://www.digitalglobe.com/about/worldview1.html,http://www.spacetoday.net/Summary/3909,,,,
XM Radio 3 (Rhythm),USA,XM Satellite Radio USA,Commercial,Communications,GEO,,-85.04,"35,782","35,790",9.49E-05,0.01,1436.1,"4,703",,"18,000",3/1/2005,15 yrs.,Boeing Satellite Systems,USA,Sea Launch (Odyssey),Zenit 3-SL,2005-008A,28626,130 channels of digital music uplinked in the X-band from one or more ground stations.,,JM/12_08,http://www.boeing.com/news/releases/2005/q1/nr_050228s.html,http://www.xmradio.com/newsroom/screen/pr_2005_03_01.html,http://www.lib.cas.cz/www/space.40/2005/008A.HTM,http://nssdc.gsfc.nasa.gov/spacewarn/spx617.html,,,
XM Radio 4 (Blues),USA,XM Satellite Radio USA,Commercial,Communications,GEO,,-114.96,"35,784","35,787",3.56E-05,0.01,1436.09,"5,193",,"18,000",10/30/2006,15 yrs.,Boeing Satellite Systems,USA,Sea Launch (Odyssey),Zenit 3-SL,2006-049A,29520,S-band Digital Audio Radio Service (DARS) to homes and automobiles in Noth America.,,JM/12_08,http://nssdc.gsfc.nasa.gov/spaceewarn/spx636.html,http://www.lib.cas.cz/knav/space.40/2006/049A.HTM,,,,,
XM Rock (XM 2),USA,XM Satellite Radio USA,Commercial,Communications,GEO,,-85.23,"35,784","35,789",5.93E-05,0.08,1436.13,"4,682","2,500","18,000",3/18/2001,15 yrs.,Boeing Satellite Systems,USA,Sea Launch (Odyssey),Zenit 3-SL,2001-012A,26724,100 channels of digital music uplinked in the X-band from one or more ground stations.,,JM/12_08,http://www.xmradio.com/newsroom/print/event_rock_launches.html,http://nssdc.gsfc.nasa.gov/spacewarn/spx569.html,http://perso.wanadoo.fr/eurospace/espdatabase/index.html,,,,
XM Roll (XM 1),USA,XM Satellite Radio USA,Commercial,Communications,GEO,,-85.16,"35,785","35,788",3.56E-05,0.09,1436.11,"4,667","2,500","18,000",5/8/2001,15 yrs.,Boeing Satellite Systems,USA,Sea Launch (Odyssey),Zenit 3-SL,2001-018A,26761,100 channels of digital music uplinked in the X-band from one or more ground stations.,,JM/12_08,http://www.sea-launch.com/information.htm,http://nssdc.gsfc.nasa.gov/spacewarn/spx571.html,http://perso.wanadoo.fr/eurospace/espdatabase/index.html,,,,
XMM Newton (High Throughput X-ray Spectroscopy Mission),ESA,European Space Operations Centre (ESOC),Government,Space Physics,Elliptical,Deep Highly Eccentric,,"7,079","114,027",7.99E-01,38.4,"2,872.15","3,764","3,233",,12/10/1999,2-10 yrs.,Dornier Systems (and 46 subcontractors),International,Guiana Space Center,Ariane 5,1999-066A,25989,Detect and study celestial x-ray sources.,,JMSatcat304,http://orbits.esa.int/orbits/,http://nssdc.gsfc.nasa.gov/spacewarn/spx554.html,http://sci.esa.int/science-e/www/object/index.cfm?fobjectid=31250,http://www.lib.cas.cz/www/space.40/1999/066A.HTM,,,
"X-Ray Timing Explorer (Rossi X-Ray Timing Explorer, RXTE)",USA,Goddard Space Flight Center (NASA),Government,Astrophysics,LEO,Intermediate,,564,583,1.37E-03,22.9,96.13,"3,039",,,12/30/1995,5 yrs.,"Engineering Director, Goddard Space Flight Center",USA,Cape Canaveral,Delta 2,1995-074A,23757,"Observes the fast-moving, high-energy worlds of black holes, neutron stars, x-ray pulsars and bursts of x-rays.",,JMSatcat304,http://perso.wanadoo.fr/eurospace/espdatabase/index.html,http://nssdc.gsfc.nasa.gov/spacewarn/spx507.html,http://heasarc.gsfc.nasa.gov/docs/xte/xte_1st.html,http://www.lib.cas.cz/www/space.40/1995/074A.HTM,,,
"XSS-11 (eXperimental Satellite System 11, USA-165)",USA,U.S. Air Force,Military,Technology Development,LEO,Sun-Synchronous,,800,800,0.00E+00,98.8,102.1,145,,,4/11/2005,1-1.5 yrs.,Lockheed Martin/Air Force Research Laboratory,USA,Vandenberg AFB,Minuteman 2 ICBM,2005-011A,28636,Experimental satellite; equipped with sensors to rendevous with dead spacecraft. Potential as an ASAT. Was to have been deorbited in 2006; still in orbit in 2009.,,SC - ASCR,http://www.secureworldfoundation.org/siteadmin/images/files/file_24.pdf,http://www.kirtland.af.mil/shared/media/document/AFD-070404-108.pdf,,,,,
XTAR-EUR,Spain,Ministry of Defense/XTAR,Military/Government,Communications,GEO,,+29.03,"35,778","35,792",1.66E-04,0.1,1436.06,"3,631","1,412",,2/12/2005,15 yrs.,Space Systems/Loral,USA,Guiana Space Center,Ariane 5-ECA,2005-005A,28542,X-band; designed to be compatible with U.S. and NATO SATCOM systems.,,JM/12_08,http://www.sciencepresse.qc.ca/clafleur/Spacecrafts-2005.html,http://www.xtarllc.com/systems/index.htm,http://www.spacewar.com/news/milspace-comms-05n.html,http://nssdc.gsfc.nasa.gov/spacewarn/spx616.html,http://www.lib.cas.cz/www/space.40/2005/005A.HTM,,
Yamal-102 (Yamal 100 No. 2),Russia,Gazprom Space Systems,Commercial,Communications,GEO,,+90.00,"35,771","35,802",3.68E-04,0.37,1436.11,"1,347","1,300",,9/6/1999,10 yrs.,Rocket-Space Corporation Energia/Space Systems Loral,Russia/USA,Baikonur Cosmodrome,Proton K,1999-047B,25897,Provide communications for gas corporation operations throughout Eurasian continent.,,,http://www.gascom.ru/index.php?lang=en&screen=content&level_1=3&level_2=1&level_3=3,http://perso.wanadoo.fr/eurospace/espdatabase/index.html,http://nssdc.gsfc.nasa.gov/spacewarn/spx551.html,,,,
Yamal-201 ,Russia,Gazprom Space Systems,Commercial,Communications,GEO,,+90.05,"35,773","35,800",3.20E-04,0.03,1436.1,"1,360",,"2,000",11/24/2003,12 yrs.,Rocket-Space Corporation Energia/Alcatel,Russia/France,Baikonur Cosmodrome,Proton K,2003-053B,28094,"Nine C-band, 6 Ku-band; provide communications for gas corporation operations throughout Eurasian continent.",,JM/12_08,http://perso.wanadoo.fr/eurospace/espdatabase/index.html,http://nssdc.gsfc.nasa.gov/spacewarn/spx602.html,http://www.gascom.ru/english/communication-satellites/yamal-200-90.html,,,,
Yamal-202 ,Russia,Gazprom Space Systems,Commercial,Communications,GEO,,+49.03,"35,774","35,796",2.61E-04,0.04,1436.06,"1,320",,"2,000",11/24/2003,12 yrs.,Rocket-Space Corporation Energia/Alcatel,Russia,Baikonur Cosmodrome,Proton K,2003-053A,28089,18 C-band; provide communications for gas corporation operations throughout Eurasian continent.,,JM/12_08,http://perso.wanadoo.fr/eurospace/espdatabase/index.html,http://nssdc.gsfc.nasa.gov/spacewarn/spx602.html,http://www.gascom.ru/english/communication-satellites/yamal-200-90.html,,,,
"Yaogan 1 (Remote Sensing Satellite 1, RSS-1, JianBinGalaxy-5)",China (PR),People's Liberation Army (C41),Military,Remote Sensing,LEO,Sun-Synchronous,,623,626,2.14E-04,97.79,97.2,"2,700",,,4/26/2006,,Shanghai Academy of Space Flight Technology,China (PR),Taiyuan Launch Center,Long March 4B,2006-015A,29092,"Scientific experiments, land and agricultural surveys, and disaster monitoring.",,SC - ASCR,http://www.sinodefence.com/strategic/spacecraft/jianbing5.asp,http://spaceflightnow.com/news/n0604/26longmarch/,,,,,
"Yaogan 2 (Remote Sensing Satellite 2, Jian Bing 5-2, JB 5-2)",China (PR),People's Liberation Army (C41),Military,Remote Sensing,LEO,Sun-Synchronous,,630,655,1.78E-03,97.85,97.57,"2,700",,,5/25/2007,,Chinese Academy of Space Technology (CAST),China (PR),Jiuquan Satellite Launch Center,Long March CZ2D,2007-019A,31490,Remote sensing; help with crop estimates and diasaster alert/remedy; believed to actually be a military radar satellite.,,SC - ASCR,http://www.planet4589.org/space/jsr/latest.html,http://www.spaceflightnow.com/news/n0705/25yaogan2/,http://www.lib.cas.cz/knav/space.40/2007/I019A.HTM,,,,
"Yaogan 3 (Remote Sensing Satellite 3, Jian Bing 5-3, JB 5-3)",China (PR),People's Liberation Army (C41),Military,Remote Sensing,LEO,Sun-Synchronous,,627,630,2.14E-04,97.81,97.28,"2,700",,,11/11/2007,,Chinese Academy of Space Technology (CAST),China (PR),Taiyuan Launch Center,Long March,2007-055A,32289,Remote sensing.,,,http://www.lib.cas.cz/space.40/2007/055A.HTM,http://nssdc.gsfc.nasa.gov/spacewarn/spx649.html,,,,,
Yaogan 4 (Remote Sensing Satellite 4),China (PR),Chinese Academy of Space Technology (CAST),Government,Remote Sensing,LEO,Sun-Synchronous,,633,653,1.43E-03,97.92,97.58,"2,700",,,12/1/2008,,Chinese Academy of Space Technology (CAST),China (PR),Jiuquan Satellite Launch Center,Long March 2D,2008-061A,33446,"Scientific research, land resources surveying, crop yield estimate and disaster prevention and relief.",,SC - ASCR 1/09,http://www.lib.cas.cz/space.40/2008/I065B.HTM,http://www.asmmag.com/news/china-launches-yaogan-4-satellite,,,,,
"Yaogan 5 (Remote Sensing Satellite 3, JB 5-C, Jian Bing 5-C)",China (PR),Chinese Academy of Space Technology (CAST),Government,Remote Sensing,LEO,Sun-Synchronous,,488,494,4.37E-04,97.39,94.44,"2,700",,,12/15/2008,,China Aerospace Science and Technology Corp.,China (PR),Taiyuan Launch Center,Long March 4B,2008-064A,33456,"Data collection and transmission involving land resources surveys, environmental surveillance and protection, urban planning, crop yield estimates, disaster prevention and reduction, and space science experiments.",,SC - ASCR 1/09,http://www.bjreview.com.cn/science/txt/2008-12/18/content_170787.htm,http://www.lib.cas.cz/space.40/2008/I065B.HTM,,,,,
"Yubileiny (Jubilejnyj, Radio Sputnik 30 (RS-30))",Russia,Research Laboratory of Aerospace Technology (NILAKT ROSTO),Civil,Technology Development,LEO,Intermediate,,"1,480","1,508",1.78E-03,82.52,115.86,45,,,5/23/2008,,OAO ISS,Russia,Plesetsk Cosmodrome,Rokot,2008-025D,32956,"Commemorates Sputnik flight of 1957; will broadcast audio and video about the history of the Soviet and Russian space programs, as well as signals imitating those broadcast by Sputnik in 1957.",,SC - ASCR,http://www.n1ics.net/node/62,http://www.lib.cas.cz/space.40/2008/I024A.HTM,http://nssdc.gsfc.nasa.gov/spacewarn/spx655.html,,,,
Zhangguo Ziyuan 2B (ZY-2B),China (PR),Chinese Academy of Space Technology,Military,Remote Sensing,LEO,Sun-Synchronous,,470,483,9.49E-04,97.4,94.13,"1,500",,,10/27/2002,3-5 yrs.,Chinese Academy of Space Technology (CAST),China (PR),Taiyuan Launch Center,Long March CZ4B,2002-049A,27550,"Officially intended for environment monitoring and protection, city planning, crops yield estimate, disaster prevention and mitigation, space science testing.",,JMSatcat304,www.spacedaily.com/news/china-03n.html,http://www.spacedaily.com/news/china-03n.html,http://www.spacedaily.com/news/china-02zze.html,http://perso.wanadoo.fr/eurospace/espdatabase/index.html,,,
Zhangguo Ziyuan 2C (ZY-2C),China (PR),Chinese Academy of Space Technology,Military,Reconnaissance,LEO,Sun-Synchronous,,479,503,1.75E-03,97.3,94.14,,,,11/4/2004,3-5 yrs.,Chinese Academy of Space Technology (CAST),China (PR),Taiyuan Launch Center,Chang Zheng 4B,2004-044A,28470,Third digital imaging spacecraft launched by Chinese government for reconnaissance purposes.,,SC - ASCR,http://www.lib.cas.cz/knav/space.40/2004/044A.HTM,,http://www.sciencepresse.qc.ca/clafleur,,,,
"Zheda Pixing (ZP-1, Zhejiang University-1)",China (PR),Zhejiang University,Civil,Scientific Research,LEO,Sun-Synchronous,,633,654,1.50E-03,97.84,97.58,3,,,5/25/2007,,Zhejiang University,China (PR),Jiuquan Satellite Launch Center,Long March CZ2D,2007-019B,31491,Picosat for scientific research; built by university.,,SC - ASCR,http://www.lib.cas.cz/www/space.40/2007/019B.HTM,http://forum.nasaspaceflight.com/forums/thread-view.asp?tid=8046&mid=139791,,,,,
"Zhongxing 20 (FH-2, Dong Fang Hong 58)",China (PR),People's Liberation Army (C41),Military,Communications,GEO,,+98.17,"35,761","35,809",5.69E-04,0.08,1436.02,"2,300",,,11/14/2003,,Chinese Academy of Space Technology (CAST),China (PR),Xichang Satellite Launch Center,Long March 3A,2003-052A,28082,Dedicated military communications satellite.,,JM/12_08,http://perso.wanadoo.fr/eurospace/espdatabase/index.html,http://www.spacechina.com/espace/webclass1.asp?modelname=e_news_nr&FractionNo=&titleno=news&recno=23,http://nssdc.gsfc.nasa.gov/spacewarn/spx601.html,,,,
Zhongxing 22A (Chinastar 22A),China (PR),Chinasat,Military,Communications,GEO,,+103.28,"35,767","35,807",4.74E-04,0.07,1436.1,"2,300",,,9/12/2006,,Chinese Academy of Space Technology (CAST),China (PR),Xichang Satellite Launch Center,Long March 3A,2006-038A,29398,"Voice and video transmissions, especially during Beijing Olympics in 2008.",,JM/12_08,http://www.lib.cas.cz/www/space.40/2006/038A.HTM,http://nssdc.gsfc.nasa.gov/spacewarn/spx635.html,,,,,
"Zhongxing 9 (Chinasat 9, Chinastar 9)",China (PR),Chinasat,Government,Communications,GEO,,+92.22,"35,759","35,812",6.29E-04,0.03,1436.1,,,,6/9/2008,,Thales Alenia Space,France,Xichang Satellite Launch Center,Long March 3B,2008-028A,33051,"Voice and video transmissions, especially during Beijing Olympics in 2008.",,JM/12_08,http://blog.reallyrocketscience.com/node/989,,http://www.lib.cas.cz/space.40/2008/INDEX1.HTM,,,,
