Launch_Tag	Launch_Date	Piece	Type	Name	PLName	JCAT	SatOwner	SatState	LV_Type	Flight_ID	Platform	Launch_Site	Launch_Pad	Ascent_Site	Ascent_Pad	Agency	LVState	Launch_Code	LTCite
1975-051 	1975 Jun  8 1830	1975-051C	P           	SSU 1	P-226 No. 1	S07937	NRO/SAFSP	US	Titan IIID	23D-10	-	VS	SLC4E	-	-	SAMSO	US	OS	LR750609
1975-051 	1975 Jun  8 1830	1975-051	PX-RT--     	SRV Mission 1210-1	SRV-1	A02570	NRO	US	Titan IIID	23D-10	-	VS	SLC4E	-	-	SAMSO	US	OS	LR750609
1975-051 	1975 Jun  8 1830	1975-051	PX-RT--     	SRV Mission 1210-2	SRV-2	A02588	NRO	US	Titan IIID	23D-10	-	VS	SLC4E	-	-	SAMSO	US	OS	LR750609
1975-051 	1975 Jun  8 1830	1975-051	PX-RT--     	SRV 1806	SRV Mission 1210-5	A02589	NRO/USDMA	US	Titan IIID	23D-10	-	VS	SLC4E	-	-	SAMSO	US	OS	LR750609
1975-051 	1975 Jun  8 1830	1975-051	PX-RT--     	SRV Mission 1210-3	SRV-3	A02604	NRO	US	Titan IIID	23D-10	-	VS	SLC4E	-	-	SAMSO	US	OS	LR750609
1975-051 	1975 Jun  8 1830	1975-051	PX-RT--     	SRV Mission 1210-4	SRV-4	A02617	NRO	US	Titan IIID	23D-10	-	VS	SLC4E	-	-	SAMSO	US	OS	LR750609
1975-051 	1975 Jun  8 1830	1975-051A	PXAS        	S75-1	STP S75-1	A09817	STP	US	Titan IIID	23D-10	-	VS	SLC4E	-	-	SAMSO	US	OS	LR750609
1975-052 	1975 Jun 12 0812:01	1975-052A	P           	Nimbus 6	Nimbus F	S07924	GSFC	US	Delta 2910	595/D111	-	V	SLC2W	-	-	GSFC	US	OS	TR-1022
1975-053 	1975 Jun 12 1230:27	1975-053A	P           	Kosmos-743	Germes No. 35L	S07925	GUKOSR	SU	Soyuz-U	76041  -850	-	NIIP-53	LC43/3	-	-	RVSN	SU	OS	AK15/RAEX
1975-054 	1975 Jun 14 0300:31	1975-054A	P   D       	Venera-10	4V-1 No. 661	S07947	IKI/BABTS	SU	Proton-K/D	285-02	-	NIIP-5	LC81/24	-	-	RVSN	SU	DS	NK9810-25
1975-054 	1975 Jun 14 0300:31	1975-054D	PX-SD--     	SA Veneri-10	SA	S08423	IKI/BABTS	SU	Proton-K/D	285-02	-	NIIP-5	LC81/24	-	-	RVSN	SU	DS	NK9810-25
1975-055 	1975 Jun 18 0900:00	1975-055A	P ------C   	OPS 4966	CANYON 6	S07963	NRO/SAFSP	US	Atlas SLV-3A Agena D	5506A/2806?	-	CC	LC13	-	-	SAMSO	US	OS	CCMOPS
1975-056 	1975 Jun 20 0654	1975-056A	P           	Kosmos-744	Ikar No. 2L	S07968	TSN108	SU	Vostok 8A92M	76043  -324	-	NIIP-53	LC41/1	-	-	RVSN	SU	OS	AK15/RAEX
1975-057 	1975 Jun 21 1143:00	1975-057A	P           	OSO 8	OSO I	S07970	GSFC	US	Delta 1910	586/D112	-	CC	LC17B	-	-	GSFC	US	OS	TR-1022
1975-058 	1975 Jun 24 1204:58	1975-058A	P           	Kosmos-745	DS-P1-Yu No. 76L	S07982	PVO	SU	Kosmos 11K63	45753-173	-	NIIP-53	LC133/3	-	-	RVSN	SU	OS	AK15/AVMDS
1975-059 	1975 Jun 25 1259:58	1975-059A	P           	Kosmos-746	Germes No. 44L	S07985	GUKOSR	SU	Voskhod 11A57	76041  -785	-	NIIP-53	LC43/3	-	-	RVSN	SU	OS	AK15/RAEX
1975-060 	1975 Jun 27 1300	1975-060A	P           	Kosmos-747	Gektor No. 58L	S07990	GUKOSR	SU	Voskhod 11A57	76041  -198	-	NIIP-53	LC41/1	-	-	RVSN	SU	OS	AK15/RAEX
1975-060 	1975 Jun 27 1300	1975-060F	PX-S---     	Kapsula Kosmosa-747	Nauka 22KS No. 2L	S08013	TSSKB	SU	Voskhod 11A57	76041  -198	-	NIIP-53	LC41/1	-	-	RVSN	SU	OS	AK15/RAEX
1975-061 	1975 Jul  3 1340	1975-061A	P           	Kosmos-748	Germes No. 45L	S08006	GUKOSR	SU	Voskhod 11A57	76041  -776	-	NIIP-53	LC41/1	-	-	RVSN	SU	OS	AK15/RAEX
1975-062 	1975 Jul  4 0056:07	1975-062A	P           	Kosmos-749	Tselina-OM	S08009	GRU	SU	Kosmos 11K65M	53721-259	-	NIIP-53	LC132/1	-	-	RVSN	SU	OS	AK15/RAEX
1975-063 	1975 Jul  8 0505	1975-063A	P           	Molniya-2	Molniya-2 No. 23L	S08015	GUKOSR	SU	Molniya 8K78M	78019  -552	-	NIIP-53	LC41/1	-	-	RVSN	SU	OS	AK15/RAEX
1975-064 	1975 Jul 11 0415:00	1975-064A	P           	Meteor-2	Meteor-2 No. 1L	S08026	GUKOSR/GMS	SU	Vostok 8A92M	77016  -383	-	NIIP-53	LC41/1	-	-	RVSN	SU	OS	PL-WWW
1975-065 	1975 Jul 15 1220:00	1975-065A	PH H        	Soyuz-19	Soyuz 7K-TM No. 75	S08030	NPOE	SU	Soyuz-U	F 15000-017	-	NIIP-5	LC1	-	-	RVSN	SU	OS	NK0204-71
1975-066 	1975 Jul 15 1950:01	1975-066A	PH H        	Apollo-Soyuz Test Project	Apollo CM-111	S08032	JSC	US	Saturn IB	SA-210	LUT1	KSC	LC39B	-	-	MSFC	US	OS	AdvAstSci34
1975-066 	1975 Jul 15 1950:01	1975-066C	PP-H        	Docking Module 2	Apollo DM-2	S08042	JSC	US	Saturn IB	SA-210	LUT1	KSC	LC39B	-	-	MSFC	US	OS	AdvAstSci34
1975-067 	1975 Jul 17 0910:01	1975-067A	P           	Kosmos-750	DS-P1-I No. 15L	S08036	PVO	SU	Kosmos 11K63	64653-175	-	NIIP-53	LC133/3	-	-	RVSN	SU	OS	AK15/AVMDS
1975-068 	1975 Jul 23 1300	1975-068A	P           	Kosmos-751	Gektor No. 60L	S08040	GUKOSR	SU	Voskhod 11A57	76041  -200	-	NIIP-53	LC43/3	-	-	RVSN	SU	OS	AK15/RAEX
1975-069 	1975 Jul 24 1900:01	1975-069A	P           	Kosmos-752	Taifun-1A	S08043	PVO	SU	Kosmos 11K65M	53721-254	-	NIIP-53	LC132/1	-	-	RVSN	SU	OS	AK15/RAEX
1975-070 	1975 Jul 26 1330	1975-070A	P           	JSSW 3	Jishu Shiyan Weixing 3	S08053	JGB7	CN	Feng Bao 1	701-05	-	JQ	LA2B	-	-	SAST	CN	OS	LissovC
1975-071 	1975 Jul 31 1300	1975-071A	P           	Kosmos-753	Germes No. 46L	S08059	GUKOSR	SU	Voskhod 11A57	76041  -786	-	NIIP-53	LC43/3	-	-	RVSN	SU	OS	AK15/RAEX
1975-072 	1975 Aug  9 0150:00	1975-072A	P           	COS-B	COS-B	S08062	ESA	I-ESA	Delta 2913	602/D113	-	V	SLC2W	-	-	GSFC	US	OS	TR-1022
1975-073 	1975 Aug 13 0721:04	1975-073A	P           	Kosmos-754	Germes No. 42L	S08069	GUKOSR	SU	Voskhod 11A57	78031  -782	-	NIIP-5	LC31	-	-	RVSN	SU	OS	AK15/RAEX
1975-074 	1975 Aug 14 1329:21	1975-074A	P           	Kosmos-755	Tsiklon-B	S08072	OKB10	SU	Kosmos 11K65M	53731-288	-	NIIP-53	LC132/1	-	-	RVSN	SU	OS	AK15/RAEX
1975-075 	1975 Aug 20 2122:00	1975-075A	P   D       	Viking Orbiter 1	Viking Orbiter 1	S08108	JPL	US	Titan IIIE	23E-4/TC-4	-	CC	LC41	-	-	LERC/SAMSO	US	DS	AFT3
1975-075 	1975 Aug 20 2122:00	1975-075C	P  LD       	Viking Lander 1	Viking Lander 1	S09024	LARCN	US	Titan IIIE	23E-4/TC-4	-	CC	LC41	-	-	LERC/SAMSO	US	DS	AFT3
1975-076 	1975 Aug 22 0210:59	1975-076A	P           	Kosmos-756	Ikar No. 3L	S08127	TSN108	SU	Vostok 8A92M	76031  -371	-	NIIP-53	LC41/1	-	-	RVSN	SU	OS	AK15/RAEX
1975-077 	1975 Aug 27 0142:00	1975-077A	P           	Symphonie 2	Symphonie MV2	S08132	CNES/DFVLR	F	Delta 2914	594/D114	-	CC	LC17A	-	-	GSFC	US	OS	TR-1022
1975-078 	1975 Aug 27 1445	1975-078A	P           	Kosmos-757	Germes No. 47L	S08147	GUKOSR	SU	Voskhod 11A57	76041  -787	-	NIIP-53	LC41/1	-	-	RVSN	SU	OS	AK15/RAEX
1975-079 	1975 Sep  2 1309	1975-079A	P           	Molniya-1	Molniya-1 No. 34L	S08187	GUKOSR	SU	Molniya 8K78M	78031  -571	-	NIIP-53	LC41/1	-	-	RVSN	SU	OS	AK15/RAEX
1975-080 	1975 Sep  5 1449:59	1975-080A	P           	Kosmos-758	Yantar'-2K No. 3L	S08191	TSSKB	SU	Soyuz-U	A 15000-016	-	NIIP-53	LC43/3	-	-	RVSN	SU	OS	NK9718-91
1975-081 	1975 Sep  9 0019:06	1975-081A	P           	Molniya-2	Molniya-2 No. 24L	S08195	GUKOSR	SU	Molniya 8K78M	76029  -560	-	NIIP-53	LC41/1	-	-	RVSN	SU	OS	AK15/RAEX
1975-082 	1975 Sep  9 0530	1975-082A	P           	Kiku-1	ETS 1	S08197	NASDA	J	N-1	N-1(F)	-	TNSC	N	-	-	NASDA	J	OS	WWW-NASDA
1975-083 	1975 Sep  9 1839:00	1975-083A	P   D       	Viking Orbiter 2	Viking Orbiter 2	S08199	JPL	US	Titan IIIE	23E-3/TC-3	-	CC	LC41	-	-	LERC/SAMSO	US	DS	AFT3
1975-083 	1975 Sep  9 1839:00	1975-083C	P  LD       	Viking Lander 2	Viking Lander 2	S09408	LARCN	US	Titan IIIE	23E-3/TC-3	-	CC	LC41	-	-	LERC/SAMSO	US	DS	AFT3
1975-084 	1975 Sep 12 0530	1975-084A	P           	Kosmos-759	Orion No. 9L	S08275	TSSKB	SU	Soyuz-U	77016  -662	-	NIIP-53	LC43/3	-	-	RVSN	SU	OS	AK15/RAEX
1975-085 	1975 Sep 16 0900:00	1975-085A	P           	Kosmos-760	Germes No. 49L	S08281	GUKOSR	SU	Voskhod 11A57	76041  -789	-	NIIP-5	LC31	-	-	RVSN	SU	OS	AK15/RAEX
1975-086 	1975 Sep 17 0710	1975-086A	P           	Kosmos-761	Strela-1M Blok 13 No. 1	S08285	GUKOSR	SU	Kosmos 11K65M	53746-311	-	NIIP-53	LC132/1	-	-	RVSN	SU	OS	AK15/RAEX
1975-086 	1975 Sep 17 0710	1975-086B	P           	Kosmos-762	Strela-1M Blok 13 No. 2	S08286	GUKOSR	SU	Kosmos 11K65M	53746-311	-	NIIP-53	LC132/1	-	-	RVSN	SU	OS	AK15/RAEX
1975-086 	1975 Sep 17 0710	1975-086C	P           	Kosmos-763	Strela-1M Blok 13 No. 3	S08287	GUKOSR	SU	Kosmos 11K65M	53746-311	-	NIIP-53	LC132/1	-	-	RVSN	SU	OS	AK15/RAEX
1975-086 	1975 Sep 17 0710	1975-086D	P           	Kosmos-764	Strela-1M Blok 13 No. 4	S08288	GUKOSR	SU	Kosmos 11K65M	53746-311	-	NIIP-53	LC132/1	-	-	RVSN	SU	OS	AK15/RAEX
1975-086 	1975 Sep 17 0710	1975-086E	P           	Kosmos-765	Strela-1M Blok 13 No. 5	S08289	GUKOSR	SU	Kosmos 11K65M	53746-311	-	NIIP-53	LC132/1	-	-	RVSN	SU	OS	AK15/RAEX
1975-086 	1975 Sep 17 0710	1975-086F	P           	Kosmos-766	Strela-1M Blok 13 No. 6	S08290	GUKOSR	SU	Kosmos 11K65M	53746-311	-	NIIP-53	LC132/1	-	-	RVSN	SU	OS	AK15/RAEX
1975-086 	1975 Sep 17 0710	1975-086G	P           	Kosmos-767	Strela-1M Blok 13 No. 7	S08291	GUKOSR	SU	Kosmos 11K65M	53746-311	-	NIIP-53	LC132/1	-	-	RVSN	SU	OS	AK15/RAEX
1975-086 	1975 Sep 17 0710	1975-086H	P           	Kosmos-768	Strela-1M Blok 13 No. 8	S08292	GUKOSR	SU	Kosmos 11K65M	53746-311	-	NIIP-53	LC132/1	-	-	RVSN	SU	OS	AK15/RAEX
1975-087 	1975 Sep 18 0012	1975-087A	P           	Meteor	Meteor (M) No. 28L	S08293	GUKOSR/GMS	SU	Vostok 8A92M	76029  -354	-	NIIP-53	LC41/1	-	-	RVSN	SU	OS	PL-WWW
1975-088 	1975 Sep 23 0959:59	1975-088A	P           	Kosmos-769	Gektor No. 64L	S08322	GUKOSR	SU	Voskhod 11A57	77016  -214	-	NIIP-53	LC41/1	-	-	RVSN	SU	OS	AK15/RAEX
1975-088 	1975 Sep 23 0959:59	1975-088	PX-S---     	Kapsula Kosmosa-769	FEU-170-13 No. 5L	A02611	MOM	SU	Voskhod 11A57	77016  -214	-	NIIP-53	LC41/1	-	-	RVSN	SU	OS	AK15/RAEX
1975-089 	1975 Sep 24 1200	1975-089A	P           	Kosmos-770	Geoid	S08325	VTS	SU	Kosmos 11K65M	53721-260	-	NIIP-53	LC132/1	-	-	RVSN	SU	OS	AK15/RAEX
1975-090 	1975 Sep 25 0949:59	1975-090A	P           	Kosmos-771	Fram No. 1L	S08327	PRIR	SU	Soyuz-U	77016  -011	-	NIIP-53	LC43/3	-	-	RVSN	SU	OS	NK96-26-40
1975-091 	1975 Sep 26 0017:00	1975-091A	P      M    	INTELSAT IVA F1	INTELSAT IVA F1	S08330	INTEL	I-INT	Atlas SLV-3D Centaur	AC-36	-	CC	LC36B	-	-	LERC	US	OS	TR-1022
1975-092 	1975 Sep 27 0837	1975-092A	P           	Aura	D-2B	S08332	CNES	F	Diamant BP.4	No. 3	-	CSG	Diamant	-	-	CNES	F	OS	Falworth
1975-093 	1975 Sep 29 0415:00	1975-093A	PP H        	Kosmos-772	Soyuz 7K-S No. 2L	S08338	NPOE	SU	Soyuz-U	F 15000-021	-	NIIP-5	LC1	-	-	RVSN	SU	OS	NK0204-71
1975-094 	1975 Sep 30 1837:59	1975-094A	P           	Kosmos-773	Strela-2M No. [20?]	S08343	GUKOSR	SU	Kosmos 11K65M	53721-258	-	NIIP-53	LC132/1	-	-	RVSN	SU	OS	AK15/RAEX
1975-095 	1975 Oct  1 0830:00	1975-095A	P           	Kosmos-774	Germes No. 50L	S08345	GUKOSR	SU	Voskhod 11A57	76041  -790	-	NIIP-5	LC31	-	-	RVSN	SU	OS	AK15/RAEX
1975-096 	1975 Oct  6 0900:50	1975-096A	P           	AE-D	AE-D	S08353	GSFC	US	Delta 2910	600/D115	-	V	SLC2W	-	-	GSFC	US	OS	TR-1022
1975-097 	1975 Oct  8 0030:00	1975-097A	P           	Kosmos-775	US-K 5V95 No. 2005	S08357	PVO	SU	Proton-K/DM	286-02	-	NIIP-5	LC81/23	-	-	RVSN	SU	OS	NK9810-25
1975-098 	1975 Oct  9 1915	1975-098A	P A         	OPS 5499	GAMBIT-3 FM-45	S08360	NRO/SAFSP	US	Titan 24B	24B-13 (3B-47)	-	VS	SLC4W	-	-	SAMSO	US	OS	Wire
1975-098 	1975 Oct  9 1915	1975-098	PX-RT--     	SRV Mission 4345-1	SRV-1	A02628	NRO/SAFSP	US	Titan 24B	24B-13 (3B-47)	-	VS	SLC4W	-	-	SAMSO	US	OS	Wire
1975-098 	1975 Oct  9 1915	1975-098	PX-RT--     	SRV Mission 4345-2	SRV-2	A02632	NRO/SAFSP	US	Titan 24B	24B-13 (3B-47)	-	VS	SLC4W	-	-	SAMSO	US	OS	Wire
1975-099 	1975 Oct 12 0639:36	1975-099A	P           	TIP 2	TIP 2	S08361	NAVAIR	US	Scout D-1	S195C	-	VS	SLC5	-	-	AFSC	US	OS	LAAFB
1975-F05  	1975 Oct 16 0404:56	1975-F05	P   F       	[Luna-24] KT	E-8-5M No. 412	F00744	IKI/BABTS	SU	Proton-K/D-1	287-02	-	NIIP-5	LC81/23	-	-	RVSN	SU	OF	NK9810-25
1975-F05  	1975 Oct 16 0404:56	1975-F05	P   F       	[Luna-24] VA	VA	F00746	IKI/BABTS	SU	Proton-K/D-1	287-02	-	NIIP-5	LC81/23	-	-	RVSN	SU	OF	NK9810-25
1975-100 	1975 Oct 16 2240:00	1975-100A	P           	GOES 1	GOES A	S08366	NOAA	US	Delta 2914	597/D116	-	CC	LC17B	-	-	GSFC	US	OS	CCMOPS
1975-101 	1975 Oct 17 1429:59	1975-101A	P           	Kosmos-776	Gektor No. 66L	S08369	GUKOSR	SU	Voskhod 11A57	77041  -216	-	NIIP-53	LC41/1	-	-	RVSN	SU	OS	AK15/RAEX
1975-101 	1975 Oct 17 1429:59	1975-101D	PX-S---     	Kapsula Kosmosa-776	Nauka 20KS No. 1L	S08412	TSSKB	SU	Voskhod 11A57	77041  -216	-	NIIP-53	LC41/1	-	-	RVSN	SU	OS	AK15/RAEX
1975-102 	1975 Oct 29 1100:00	1975-102A	P           	Kosmos-777	US-P No. 111	S08416	ARSL	SU	Tsiklon-2	51014-420L	-	NIIP-5	LC90	-	-	RVSN	SU	OS	AK15/RAEX
1975-103 	1975 Nov  4 1012:53	1975-103A	P           	Kosmos-778	Tsiklon-B	S08419	OKB10	SU	Kosmos 11K65M	53731-275	-	NIIP-53	LC132/1	-	-	RVSN	SU	OS	AK15/RAEX
1975-104 	1975 Nov  4 1519:58	1975-104A	P           	Kosmos-779	Germes No. 51L	S08420	GUKOSR	SU	Voskhod 11A57	76041  -791	-	NIIP-53	LC43/3	-	-	RVSN	SU	OS	AK15/RAEX
1975-105 	1975 Nov 14 1913:58	1975-105A	P           	Molniya-3	Molniya-3 No. 13L	S08425	OKB10/MSVYAZ	SU	Molniya 8K78M	77016  -588	-	NIIP-53	LC43/3	-	-	RVSN	SU	OS	NK9815-26
1975-106 	1975 Nov 17 1436:37	1975-106A	PP H V      	Soyuz-20	Soyuz 7K-T(A9) No. 64	S08430	NPOE	SU	Soyuz-U	K 15000- 15	-	NIIP-5	LC1	-	-	RVSN	SU	OS	NK0204-71
1975-107 	1975 Nov 20 0206:48	1975-107A	P           	AE-E	AE-E	S08440	GSFC	US	Delta 2910	604/D117	-	CC	LC17B	-	-	GSFC	US	OS	TR-1022
1975-108 	1975 Nov 21 0920:00	1975-108A	P           	Kosmos-780	Gektor No. 63L	S08442	GUKOSR	SU	Voskhod 11A57	77016  -213	-	NIIP-5	LC31	-	-	RVSN	SU	OS	AK15/RAEX
1975-108 	1975 Nov 21 0920:00	1975-108D	PX-S---     	Kapsula Kosmosa-780	Nauka 20KS No. 2L	S08460	TSSKB	SU	Voskhod 11A57	77016  -213	-	NIIP-5	LC31	-	-	RVSN	SU	OS	AK15/RAEX
1975-109 	1975 Nov 21 1711	1975-109A	P           	Kosmos-781	Tselina-OK No. 1?	S08444	GRU	SU	Kosmos 11K65M	53731-271	-	NIIP-53	LC132/1	-	-	RVSN	SU	OS	AK15/RAEX
1975-110 	1975 Nov 25 1700	1975-110A	P           	Kosmos-782	Bion No. 3	S08450	IMBP/TSSKB	SU	Soyuz-U	F 15000-022	-	NIIP-53	LC43/3	-	-	RVSN	SU	OS	NK96-26-34
1975-111 	1975 Nov 26 0327:52	1975-111A	P           	Fanhui Shi Weixing (01)	FSW No. 2	S08452	JGB7	CN	Chang Zheng 2C	CZ2C-1   (4)	-	JQ	LA2B	-	-	CALT	CN	OS	Lissov/TLE
1975-111 	1975 Nov 26 0327:52	1975-111	PX-RT--     	FSW RV	FSW RV	A02633	MAI	CN	Chang Zheng 2C	CZ2C-1   (4)	-	JQ	LA2B	-	-	CALT	CN	OS	Lissov/TLE
1975-112 	1975 Nov 28 0010:08	1975-112A	P           	Kosmos-783	Strela-2M No. [21?]	S08458	GUKOSR	SU	Kosmos 11K65M	53721-252	-	NIIP-53	LC132/1	-	-	RVSN	SU	OS	AK15/RAEX
1975-113 	1975 Dec  3 1000	1975-113A	P           	Kosmos-784	Gektor No. 61L	S08463	GUKOSR	SU	Voskhod 11A57	76041  -201	-	NIIP-53	LC43/3	-	-	RVSN	SU	OS	AK15/RAEX
1975-113 	1975 Dec  3 1000	1975-113G	PX-S---     	Kapsula Kosmosa-784	Nauka 22KS No. 1L	S08485	TSSKB	SU	Voskhod 11A57	76041  -201	-	NIIP-53	LC43/3	-	-	RVSN	SU	OS	AK15/RAEX
1975-114 	1975 Dec  4 2030?	1975-114A	P           	OPS 4428	HEXAGON SV-11	S08467	NRO/SAFSP	US	Titan IIID	23D-13	-	VS	SLC4E	-	-	SAMSO	US	OS	TLE
1975-114 	1975 Dec  4 2030?	1975-114B	P           	S3-2	S3-2	S08468	SAMSO	US	Titan IIID	23D-13	-	VS	SLC4E	-	-	SAMSO	US	OS	TLE
1975-114 	1975 Dec  4 2030?	1975-114	PX-RT--     	SRV Mission 1211-1	SRV-1	A02649	NRO	US	Titan IIID	23D-13	-	VS	SLC4E	-	-	SAMSO	US	OS	TLE
1975-114 	1975 Dec  4 2030?	1975-114	PX-RT--     	SRV Mission 1211-2	SRV-2	A02657	NRO	US	Titan IIID	23D-13	-	VS	SLC4E	-	-	SAMSO	US	OS	TLE
1975-114 	1975 Dec  4 2030?	1975-114	PX-RT--     	SRV 1807	SRV Mission 1211-5	A02659	NRO/USDMA	US	Titan IIID	23D-13	-	VS	SLC4E	-	-	SAMSO	US	OS	TLE
1975-114 	1975 Dec  4 2030?	1975-114	PX-RT--     	SRV Mission 1211-3	SRV-3	A02668	NRO	US	Titan IIID	23D-13	-	VS	SLC4E	-	-	SAMSO	US	OS	TLE
1975-114 	1975 Dec  4 2030?	1975-114	PX-RT--     	SRV Mission 1211-4	SRV-4	A02681	NRO	US	Titan IIID	23D-13	-	VS	SLC4E	-	-	SAMSO	US	OS	TLE
1975-F06  	1975 Dec  6 0335:01	1975-F06	P   F       	DAD-A	DAD-A	F00750	LARCN	US	Scout F-1	S196C	-	VS	SLC5	-	-	AFSC	US	OF	NASAHIST
1975-F06  	1975 Dec  6 0335:01	1975-F06	P   F       	DAD-B	DAD-B	F00751	LARCN	US	Scout F-1	S196C	-	VS	SLC5	-	-	AFSC	US	OF	NASAHIST
1975-115 	1975 Dec 11 1700:01	1975-115A	P           	Interkosmos-14	DS-U2-IK No. 6 (Ion)	S08471	IK	SU	Kosmos 11K65M	53746-308	-	NIIP-53	LC132/1	-	-	RVSN	SU	OS	AVMDS
1975-116 	1975 Dec 12 1245:00	1975-116A	P  N        	Kosmos-785	US-A No. 322 ROCh	S08473	VMF	SU	Tsiklon-2	51011-110	-	NIIP-5	LC90	-	-	RVSN	SU	OS	AK15/RAEX
1975-117 	1975 Dec 13 0156:14	1975-117A	P      G    	Satcom 1	RCA-A	S08476	AMCR	US	Delta 3914	607/D118	-	CC	LC17A	-	-	GSFC	US	OS	TR-1022
1975-118 	1975 Dec 14 0515:00	1975-118A	P           	DSP F5	DSP 8	S08482	SAMSO	US	Titan IIIC	23C-11 (3C-29)	-	CC	LC40	-	-	SAMSO	US	OS	AFT3
1975-119 	1975 Dec 16 0921	1975-119A	P           	JSSW 4	Jishu Shiyan Weixing 4	S08488	JGB7	CN	Feng Bao 1	701-06	-	JQ	LA2B	-	-	SAST	CN	OS	LissovC
1975-120 	1975 Dec 16 0950:00	1975-120A	P           	Kosmos-786	Germes No. 52L	S08489	GUKOSR	SU	Voskhod 11A57	76041  -792	-	NIIP-5	LC31	-	-	RVSN	SU	OS	AK15/RAEX
1975-121 	1975 Dec 17 1106:01	1975-121A	P           	Molniya-2	Molniya-2 No. 25L	S08492	GUKOSR	SU	Molniya 8K78M	78031  -567	-	NIIP-53	LC43/3	-	-	RVSN	SU	OS	AK15/RAEX
1975-F07  	1975 Dec 19 1400	1975-F07	P   F       	Kosmos	Lira No. 1?	F00755	PKO	SU	Kosmos 11K65M	53721-263	-	NIIP-53	LC132/1	-	-	RVSN	SU	OF	AK15
1975-122 	1975 Dec 22 0208:00	1975-122A	P   D       	Prognoz-4	SO-M No. 504	S08510	IKI/BABTS	SU	Molniya 8K78M	76041  -575	-	NIIP-5	LC31	-	-	RVSN	SU	OS	AK15/RAEX
1975-123 	1975 Dec 22 1300:00	1975-123A	P           	Raduga	Gran' No. 11L	S08513	GUKOSR	SU	Proton-K/DM	288-01	-	NIIP-5	LC81/24	-	-	RVSN	SU	OS	NK9810-25
1975-124 	1975 Dec 25 1900:00	1975-124A	P           	Meteor	Meteor (M) No. 38L	S08519	GUKOSR/GMS	SU	Vostok 8A92M	76041  -368	-	NIIP-53	LC41/1	-	-	RVSN	SU	OS	PL-WWW
1975-125 	1975 Dec 27 1022:02	1975-125A	P           	Molniya-3	Molniya-3 No. 15L	S08521	OKB10/MSVYAZ	SU	Molniya 8K78M	F 15000-142	-	NIIP-53	LC43/3	-	-	RVSN	SU	OS	NK9815-26
1976-001 	1976 Jan  6 0452:02	1976-001A	P           	Kosmos-787	Tselina-OM	S08530	GRU	SU	Kosmos 11K65M	53731-269	-	NIIP-53	LC132/1	-	-	RVSN	SU	OS	AK15/RAEX
1976-002 	1976 Jan  7 1534:58	1976-002A	P           	Kosmos-788	Germes No. 53L	S08551	GUKOSR	SU	Voskhod 11A57	76041  -793	-	NIIP-53	LC43/3	-	-	RVSN	SU	OS	AK15/RAEX
1976-003 	1976 Jan 15 0534:00	1976-003A	P   D       	Helios 2	Helios 2	S08582	DFVLR	D	Titan IIIE	23E-5/TC-5	-	CC	LC41	-	-	LERC/SAMSO	US	DS	AFT3
1976-004 	1976 Jan 17 2327:54	1976-004A	P           	Hermes	CTS	S08585	CRC	CA	Delta 2914	606/D119	-	CC	LC17B	-	-	GSFC	US	OS	MOR E-610-76-01
1976-005 	1976 Jan 20 1707:41	1976-005A	P           	Kosmos-789	Tsiklon-B	S08591	OKB10	SU	Kosmos 11K65M	53749-164	-	NIIP-53	LC132/1	-	-	RVSN	SU	OS	AK15/RAEX
1976-006 	1976 Jan 22 1138:00	1976-006A	P           	Molniya-1	Molniya-1M No. 40L	S08601	GUKOSR	SU	Molniya 8K78M	76029  -559	-	NIIP-5	LC1	-	-	RVSN	SU	OS	AK15/RAEX
1976-007 	1976 Jan 22 2226:01	1976-007A	P           	Kosmos-790	Tselina-OM	S08604	GRU	SU	Kosmos 11K65M	53731-285	-	NIIP-53	LC132/1	-	-	RVSN	SU	OS	AK15/RAEX
1976-008 	1976 Jan 28 1039:01	1976-008A	P           	Kosmos-791	Strela-1M Blok 14 No. 1	S08607	GUKOSR	SU	Kosmos 11K65M	53731-281	-	NIIP-53	LC132/1	-	-	RVSN	SU	OS	AK15/RAEX
1976-008 	1976 Jan 28 1039:01	1976-008B	P           	Kosmos-792	Strela-1M Blok 14 No. 2	S08608	GUKOSR	SU	Kosmos 11K65M	53731-281	-	NIIP-53	LC132/1	-	-	RVSN	SU	OS	AK15/RAEX
1976-008 	1976 Jan 28 1039:01	1976-008C	P           	Kosmos-793	Strela-1M Blok 14 No. 3	S08609	GUKOSR	SU	Kosmos 11K65M	53731-281	-	NIIP-53	LC132/1	-	-	RVSN	SU	OS	AK15/RAEX
1976-008 	1976 Jan 28 1039:01	1976-008D	P           	Kosmos-794	Strela-1M Blok 14 No. 4	S08610	GUKOSR	SU	Kosmos 11K65M	53731-281	-	NIIP-53	LC132/1	-	-	RVSN	SU	OS	AK15/RAEX
1976-008 	1976 Jan 28 1039:01	1976-008E	P           	Kosmos-795	Strela-1M Blok 14 No. 5	S08611	GUKOSR	SU	Kosmos 11K65M	53731-281	-	NIIP-53	LC132/1	-	-	RVSN	SU	OS	AK15/RAEX
1976-008 	1976 Jan 28 1039:01	1976-008F	P           	Kosmos-796	Strela-1M Blok 14 No. 6	S08612	GUKOSR	SU	Kosmos 11K65M	53731-281	-	NIIP-53	LC132/1	-	-	RVSN	SU	OS	AK15/RAEX
